temperature,humidity,solar_irradiance,wind_speed,solar_power_output
19.36350297118406,75.85293712157961,266.61963595475765,5.190817851362181,128.10177205490788
33.767857660247905,62.88770930752963,587.7108526405223,4.79181877629731,290.9117886059696
28.299848545285126,44.76220930290622,885.6512522887674,0.2564206580643569,442.33639020587214
24.966462104925917,85.10360157655589,759.0023977686051,3.4124782762615635,380.26198820530055
13.900466011060914,74.77849380431034,825.9050330753048,3.8019561878585706,415.9319528172809
13.899863008405067,33.00935514759131,692.9050300396456,3.988227808969005,342.97378437167583
11.452090304204987,92.8741747595074,723.0489080660673,5.801723692273323,366.6497419087311
31.654403644373378,85.80297943385352,864.2760864087874,5.336025467268785,430.7249216853793
25.02787529358022,95.98399306335392,324.70120797326734,6.079050927934446,161.1631655766687
27.70181444490114,78.0575606710688,540.4824672788264,7.6488326154212825,266.902245177695
10.51461235739506,69.07321567486319,299.08849763764204,8.129857387160936,136.64681944688485
34.247746304049855,53.45944290324951,988.9012071969823,7.181230762264944,501.05887921799194
30.811066020010543,94.61827866832107,949.653405717952,9.555236959549347,478.772162404933
15.308477766956905,89.28511116003267,135.4841302316553,0.1823258267636163,63.43848471428337
14.545624180177516,23.617493608495153,735.0176552641196,1.957779856835461,368.50902492714425
14.585112746335845,22.109357959780162,932.7234856740993,0.0756287497814212,469.309608052171
17.60605607398844,50.117069350243966,262.5178106146002,6.47474714154603,123.99587759106322
23.11891079080595,84.84426646254663,611.1507074973665,8.98030548949987,302.795829215805
20.798625466052894,98.98209034519556,923.9394678292376,2.4348229657629927,463.558779935226
17.28072850495105,32.033351288282255,130.55138072721897,9.270345447963066,60.98471762343685
25.296322368059485,67.5304572281708,727.6782405221559,0.6026739028956085,364.5805540778876
13.487346516301045,50.47126853048172,367.6141066352957,9.344360268055143,177.7181875732479
17.303616213380455,97.59315182516826,931.9565758388774,3.516226872396344,465.86438723616516
19.159046082342293,87.36951385085669,973.952420648831,1.0142082844921652,484.54827348551794
21.4017496054259,87.06629637689103,949.8398402020905,4.858717591863257,465.6028646815884
29.62939903482534,57.49545278359762,526.7927949917174,2.567765677205079,269.8218146678883
14.991844553958995,53.185560187013216,875.8383858903821,2.8487290196192285,433.6558873111699
22.85586096034029,41.8725657544565,860.0944586815633,3.0728996492628657,426.80250489387356
24.810364221551062,24.51003973207417,387.1904259189301,8.030258978326634,197.4596451768365
11.161260317999943,89.17779010040425,846.0239267356096,5.391612766752544,426.49070919507864
25.18862129753596,85.03208073040621,133.30687124394336,3.1130769915600363,60.464200018625
14.263103092182288,99.97741386289044,636.6428906338477,6.103337833109183,316.2779517488593
11.626289824631987,99.73094696591244,307.00795355893274,7.161506742231936,153.25644226373316
33.722138431333335,64.4345364482102,208.51019719955093,2.7262400073353374,108.41636165828109
34.14080082686398,81.51899321444084,169.25788146628824,4.135491015253515,85.6763771345453
30.209933702911528,95.58125839059424,726.6598982903258,1.2188609333694755,359.9805125871816
17.61534422933427,87.97179125419292,405.8874673912595,1.8114934953468032,196.5310261516793
12.441802850159597,39.78784813945581,752.2900943758854,6.811178539649828,377.1927901891477
27.105825662803923,56.04353082480748,158.82070671904813,1.8143834769562694,74.3209410200273
